feature,mean_signed_shap,mean_abs_shap,direction,class
Individuals using the Internet (% of population),0.025645666,0.025645666,increases_default_risk,DEFAULT_IMF
"Share of tariff lines with specific rates, manufactured products (%)",0.024537487,0.024537487,increases_default_risk,DEFAULT_IADB
Individuals using the Internet (% of population),0.023089826,0.023089826,increases_default_risk,NO_DEFAULT
People using at least basic drinking water services (% of population),0.022826318,0.022826318,increases_default_risk,NO_DEFAULT
GNI per capita growth (annual %),0.021990944,0.021990944,increases_default_risk,DEFAULT_FC_BONDS
Individuals using the Internet (% of population),0.02168761,0.02168761,increases_default_risk,DEFAULT_FC_BONDS
"Share of tariff lines with specific rates, all products (%)",0.02155591,0.02155591,increases_default_risk,DEFAULT_IADB
People using safely managed drinking water services (% of population),0.021520127,0.021520127,increases_default_risk,NO_DEFAULT
"Hospital beds (per 1,000 people)",0.021475868,0.021475868,increases_default_risk,NO_DEFAULT
"Inflation, GDP deflator: linked series (annual %)",0.021073693,0.021073693,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
GDP deflator: linked series (base year varies by country),0.02080515,0.02080515,increases_default_risk,DEFAULT_IMF
Export volume index (2015 = 100),0.020478545,0.020478545,increases_default_risk,DEFAULT_CHINA
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",0.020204727,0.020204727,increases_default_risk,NO_DEFAULT
"Services, value added (annual % growth)",0.020107135,0.020107135,increases_default_risk,DEFAULT_LC_DEFAULT
GDP per capita (constant 2015 US$),0.0199282,0.0199282,increases_default_risk,NO_DEFAULT
GDP per capita (current LCU),0.019752866,0.019752866,increases_default_risk,DEFAULT_FISCAL_ARREARS
Number of deaths ages 10-14 years,0.019590477,0.019590477,increases_default_risk,DEFAULT_FC_BANK_LOANS
Land area where elevation is below 5 meters (% of total land area),0.018402813,0.018402813,increases_default_risk,NO_DEFAULT
People using at least basic sanitation services (% of population),0.01628811,0.01628811,increases_default_risk,NO_DEFAULT
Adjusted savings: education expenditure (current US$),0.01611633,0.01611633,increases_default_risk,DEFAULT_IMF
Import value index (2015 = 100),0.016096134,0.016096134,increases_default_risk,DEFAULT_FISCAL_ARREARS
GNI per capita growth (annual %),0.015201312,0.015201312,increases_default_risk,DEFAULT_IDA
Short-term debt (% of total reserves),0.014923227,0.014923227,increases_default_risk,DEFAULT_PARIS_CLUB
CO2 emissions (kg per 2015 US$ of GDP),0.014597595,0.014597595,increases_default_risk,DEFAULT_IDA
Net domestic credit (current LCU),0.014298639,0.014298639,increases_default_risk,DEFAULT_FISCAL_ARREARS
"Net bilateral aid flows from DAC donors, Hungary (current US$)",0.013812867,0.013812867,increases_default_risk,DEFAULT_IBRD
Net domestic credit (current LCU),0.013576997,0.013576997,increases_default_risk,DEFAULT_LC_DEFAULT
"Communications, computer, etc. (% of service exports, BoP)",0.01351737,0.01351737,increases_default_risk,DEFAULT_FC_BANK_LOANS
Export value index (2015 = 100),0.012980337,0.012980337,increases_default_risk,DEFAULT_FISCAL_ARREARS
"External debt stocks, short-term (DOD, current US$)",0.012957976,0.012957976,increases_default_risk,DEFAULT_IDA
"Employment in industry, male (% of male employment) (modeled ILO estimate)",0.012857142,0.012857142,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.012633066,0.012633066,increases_default_risk,DEFAULT_FC_BONDS
Import volume index (2015 = 100),0.012586092,0.012586092,increases_default_risk,DEFAULT_CHINA
Export value index (2015 = 100),0.012350411,0.012350411,increases_default_risk,DEFAULT_CHINA
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",0.012296063,0.012296063,increases_default_risk,DEFAULT_FC_BONDS
Net domestic credit (current LCU),0.012243838,0.012243838,increases_default_risk,DEFAULT_FC_BONDS
Number of infant deaths,0.012175112,0.012175112,increases_default_risk,DEFAULT_FC_BONDS
"Net bilateral aid flows from DAC donors, Spain (current US$)",0.012061858,0.012061858,increases_default_risk,DEFAULT_CHINA
High-technology exports (current US$),0.012059885,0.012059885,increases_default_risk,DEFAULT_IDA
Adjusted net national income (annual % growth),0.011942825,0.011942825,increases_default_risk,DEFAULT_IDA
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",0.011793491,0.011793491,increases_default_risk,DEFAULT_IBRD
"People using at least basic drinking water services, rural (% of rural population)",0.011770203,0.011770203,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Fixed broadband subscriptions (per 100 people),0.011718777,0.011718777,increases_default_risk,DEFAULT_FC_BONDS
"Labor force with basic education, male (% of male working-age population with basic education)",0.011604391,0.011604391,increases_default_risk,DEFAULT_CHINA
GDP per capita (current LCU),0.011233086,0.011233086,increases_default_risk,DEFAULT_CHINA
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0.011022184,0.011022184,increases_default_risk,DEFAULT_LC_DEFAULT
Short-term debt (% of total reserves),0.010448457,0.010448457,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Agricultural machinery, tractors",0.009933406,0.009933406,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.00989376,0.00989376,increases_default_risk,DEFAULT_FC_BONDS
Adjusted net national income per capita (annual % growth),0.009869038,0.009869038,increases_default_risk,DEFAULT_IDA
"Inflation, GDP deflator (annual %)",0.009737933,0.009737933,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Import unit value index (2015 = 100),0.009600006,0.009600006,increases_default_risk,DEFAULT_FISCAL_ARREARS
Claims on other sectors of the domestic economy (annual growth as % of broad money),0.00957587,0.00957587,increases_default_risk,DEFAULT_FC_BONDS
"Immunization, HepB3 (% of one-year-old children)",0.00930488,0.00930488,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
"Net financial flows, IDA (NFL, current US$)",0.009301894,0.009301894,increases_default_risk,DEFAULT_IBRD
"Portfolio investment, net (BoP, current US$)",0.009244769,0.009244769,increases_default_risk,DEFAULT_CHINA
"School enrollment, secondary (% net)",0.009234674,0.009234674,increases_default_risk,DEFAULT_FC_BONDS
Consumer price index (2010 = 100),0.009182444,0.009182444,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),0.008838416,0.008838416,increases_default_risk,DEFAULT_CHINA
"Net financial flows, IBRD (NFL, current US$)",0.008779683,0.008779683,increases_default_risk,DEFAULT_IBRD
"Agricultural machinery, tractors per 100 sq. km of arable land",0.008777346,0.008777346,increases_default_risk,DEFAULT_IADB
GNI growth (annual %),0.008562673,0.008562673,increases_default_risk,DEFAULT_IMF
"Computer, communications and other services (% of commercial service imports)",0.008517452,0.008517452,increases_default_risk,DEFAULT_FISCAL_ARREARS
"Computer, communications and other services (% of commercial service exports)",0.008209988,0.008209988,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Personal remittances, received (current US$)",0.008167944,0.008167944,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
External balance on goods and services (current LCU),0.008087063,0.008087063,increases_default_risk,DEFAULT_FISCAL_ARREARS
Rural population (% of total population),0.008024364,0.008024364,increases_default_risk,DEFAULT_LC_DEFAULT
"Total reserves (includes gold, current US$)",0.008013505,0.008013505,increases_default_risk,DEFAULT_CHINA
Changes in inventories (constant LCU),0.007992418,0.007992418,increases_default_risk,DEFAULT_IBRD
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),0.007983736,0.007983736,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),0.007970014,0.007970014,increases_default_risk,DEFAULT_IADB
"Computer, communications and other services (% of commercial service exports)",0.007941313,0.007941313,increases_default_risk,DEFAULT_PARIS_CLUB
"Probability of dying among adolescents ages 10-14 years (per 1,000)",0.007902387,0.007902387,increases_default_risk,DEFAULT_FISCAL_ARREARS
Net foreign assets (current LCU),0.007886328,0.007886328,increases_default_risk,DEFAULT_CHINA
Adjusted net national income (annual % growth),0.007832837,0.007832837,increases_default_risk,DEFAULT_LC_DEFAULT
Gross value added at basic prices (GVA) (constant 2015 US$),0.007785257,0.007785257,increases_default_risk,DEFAULT_IDA
"Share of tariff lines with specific rates, primary products (%)",0.007584544,0.007584544,increases_default_risk,DEFAULT_IADB
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",0.00753355,0.00753355,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
People using at least basic sanitation services (% of population),0.007463017,0.007463017,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Proportion of seats held by women in national parliaments (%),0.007383371,0.007383371,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Renewable internal freshwater resources, total (billion cubic meters)",0.007338267,0.007338267,increases_default_risk,DEFAULT_IADB
"Foreign direct investment, net (BoP, current US$)",0.007296924,0.007296924,increases_default_risk,DEFAULT_IMF
Net investment in nonfinancial assets (current LCU),0.007226938,0.007226938,increases_default_risk,DEFAULT_LC_DEFAULT
Energy use (kg of oil equivalent per capita),0.007209929,0.007209929,increases_default_risk,DEFAULT_IBRD
"Portfolio investment, net (BoP, current US$)",0.007166648,0.007166648,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"External debt stocks, long-term (DOD, current US$)",0.007144868,0.007144868,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Exclusive breastfeeding (% of children under 6 months),0.007061665,0.007061665,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Trained teachers in upper secondary education, male (% of male teachers)",0.007033833,0.007033833,increases_default_risk,DEFAULT_LC_DEFAULT
Prevalence of undernourishment (% of population),0.006908598,0.006908598,increases_default_risk,DEFAULT_FISCAL_ARREARS
Gross savings (current LCU),0.006740732,0.006740732,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Net bilateral aid flows from DAC donors, Spain (current US$)",0.006700294,0.006700294,increases_default_risk,DEFAULT_IDA
Ores and metals exports (% of merchandise exports),0.006692966,0.006692966,increases_default_risk,DEFAULT_LC_DEFAULT
"Current education expenditure, total (% of total expenditure in public institutions)",0.006654621,0.006654621,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Services, value added (current US$)",0.006616203,0.006616203,increases_default_risk,DEFAULT_IMF
"ICT service exports (% of service exports, BoP)",0.006554501,0.006554501,increases_default_risk,DEFAULT_IBRD
CPIA building human resources rating (1=low to 6=high),0.006414982,0.006414982,increases_default_risk,DEFAULT_LC_DEFAULT
Manufactures exports (% of merchandise exports),0.006390207,0.006390207,increases_default_risk,DEFAULT_IMF
"External debt stocks, short-term (DOD, current US$)",0.006327858,0.006327858,increases_default_risk,DEFAULT_IBRD
"School enrollment, secondary (% gross)",0.006313303,0.006313303,increases_default_risk,DEFAULT_FISCAL_ARREARS
"Services, value added (annual % growth)",0.006309659,0.006309659,increases_default_risk,DEFAULT_IMF
"Air transport, registered carrier departures worldwide",0.006258042,0.006258042,increases_default_risk,DEFAULT_PARIS_CLUB
"Persistence to last grade of primary, male (% of cohort)",0.006198025,0.006198025,increases_default_risk,DEFAULT_IDA
"Portfolio equity, net inflows (BoP, current US$)",0.006154628,0.006154628,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Agricultural irrigated land (% of total agricultural land),0.006117083,0.006117083,increases_default_risk,DEFAULT_IADB
Discrepancy in expenditure estimate of GDP (current LCU),0.006102456,0.006102456,increases_default_risk,DEFAULT_FC_BANK_LOANS
Lending interest rate (%),0.006091569,0.006091569,increases_default_risk,DEFAULT_LC_DEFAULT
"Portfolio equity, net inflows (BoP, current US$)",0.006079422,0.006079422,increases_default_risk,DEFAULT_PARIS_CLUB
Individuals using the Internet (% of population),0.006004487,0.006004487,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Net bilateral aid flows from DAC donors, France (current US$)",0.005998771,0.005998771,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Export unit value index (2015 = 100),0.005992972,0.005992972,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Urban population (% of total population),0.005946705,0.005946705,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",0.005784151,0.005784151,increases_default_risk,DEFAULT_IMF
"Lead time to import, median case (days)",0.005742164,0.005742164,increases_default_risk,DEFAULT_LC_DEFAULT
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),0.005700283,0.005700283,increases_default_risk,DEFAULT_PARIS_CLUB
"International tourism, receipts for travel items (current US$)",0.005685264,0.005685264,increases_default_risk,DEFAULT_IMF
Adjusted savings: consumption of fixed capital (% of GNI),0.005601665,0.005601665,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",0.005547495,0.005547495,increases_default_risk,DEFAULT_IBRD
Net barter terms of trade index (2015 = 100),0.005491919,0.005491919,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Renewable electricity output (% of total electricity output),0.005454265,0.005454265,increases_default_risk,DEFAULT_IDA
"Net financial flows, IBRD (NFL, current US$)",0.005392002,0.005392002,increases_default_risk,DEFAULT_IMF
People using at least basic drinking water services (% of population),0.005361954,0.005361954,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
"Renewable internal freshwater resources, total (billion cubic meters)",0.005356924,0.005356924,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),0.005265758,0.005265758,increases_default_risk,DEFAULT_IBRD
Scientific and technical journal articles,0.005236666,0.005236666,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Regulatory Quality: Standard Error,0.005185372,0.005185372,increases_default_risk,DEFAULT_LC_DEFAULT
Broad money (current LCU),0.005142122,0.005142122,increases_default_risk,DEFAULT_IBRD
Researchers in R&D (per million people),0.005107304,0.005107304,increases_default_risk,DEFAULT_PARIS_CLUB
"School enrollment, primary (% net)",0.005001379,0.005001379,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
"Net financial flows, RDB concessional (NFL, current US$)",0.004984803,0.004984803,increases_default_risk,DEFAULT_IADB
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",0.004978275,0.004978275,increases_default_risk,DEFAULT_IMF
"Charges for the use of intellectual property, payments (BoP, current US$)",0.004936827,0.004936827,increases_default_risk,DEFAULT_PARIS_CLUB
Procedures to register property (number),0.004863783,0.004863783,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Net incurrence of liabilities, total (% of GDP)",0.004785806,0.004785806,increases_default_risk,DEFAULT_IBRD
"Industry (including construction), value added (% of GDP)",0.00478088,0.00478088,increases_default_risk,DEFAULT_FC_BANK_LOANS
Social contributions (% of revenue),0.004756686,0.004756686,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Foreign direct investment, net outflows (BoP, current US$)",0.004748139,0.004748139,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Regulatory Quality: Estimate,0.004729692,0.004729692,increases_default_risk,DEFAULT_PARIS_CLUB
Net primary income (Net income from abroad) (current LCU),0.004688507,0.004688507,increases_default_risk,DEFAULT_FC_BANK_LOANS
GDP per capita (current US$),0.00461101,0.00461101,increases_default_risk,DEFAULT_LC_DEFAULT
Diarrhea treatment (% of children under 5 who received ORS packet),0.004523714,0.004523714,increases_default_risk,DEFAULT_PARIS_CLUB
Net foreign assets (current LCU),0.004474632,0.004474632,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
Arable land (hectares),0.00446506,0.00446506,increases_default_risk,DEFAULT_PARIS_CLUB
"Net capital account (BoP, current US$)",0.004400658,0.004400658,increases_default_risk,DEFAULT_PARIS_CLUB
"Trained teachers in primary education, female (% of female teachers)",0.004315338,0.004315338,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Net incurrence of liabilities, total (current LCU)",0.004283879,0.004283879,increases_default_risk,DEFAULT_IBRD
Net primary income (Net income from abroad) (current US$),0.004259073,0.004259073,increases_default_risk,DEFAULT_PRIVATE_CREDITORS
"Agriculture, forestry, and fishing, value added (% of GDP)",0.004253786,0.004253786,increases_default_risk,DEFAULT_PARIS_CLUB
Discrepancy in expenditure estimate of GDP (current LCU),0.004196337,0.004196337,increases_default_risk,DEFAULT_IADB
"Lower secondary completion rate, male (% of relevant age group)",0.004181506,0.004181506,increases_default_risk,DEFAULT_IDA
Deposit interest rate (%),0.004177284,0.004177284,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Terrestrial protected areas (% of total land area),0.004135169,0.004135169,increases_default_risk,DEFAULT_IBRD
"Population, total",0.004064153,0.004064153,increases_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Agricultural raw materials exports (% of merchandise exports),0.004025247,0.004025247,increases_default_risk,DEFAULT_PARIS_CLUB
Gross savings (current US$),0.004012631,0.004012631,increases_default_risk,DEFAULT_IBRD
ICT goods exports (% of total goods exports),0.004009957,0.004009957,increases_default_risk,DEFAULT_IMF
Terms of trade adjustment (constant LCU),0.003889375,0.003889375,increases_default_risk,DEFAULT_PARIS_CLUB
"Net financial account (BoP, current US$)",0.003878255,0.003878255,increases_default_risk,DEFAULT_PARIS_CLUB
"Physicians (per 1,000 people)",0.003866724,0.003866724,increases_default_risk,DEFAULT_FC_BANK_LOANS
"Foreign direct investment, net outflows (% of GDP)",0.003771384,0.003771384,increases_default_risk,DEFAULT_IADB
Social contributions (current LCU),0.003680878,0.003680878,increases_default_risk,DEFAULT_LC_DEFAULT
GDP per capita (constant LCU),0.003514374,0.003514374,increases_default_risk,DEFAULT_IADB
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",0.00348995,0.00348995,increases_default_risk,DEFAULT_IDA
Public private partnerships investment in energy (current US$),0.003426624,0.003426624,increases_default_risk,DEFAULT_LC_DEFAULT
"Personal remittances, received (% of GDP)",0.003351905,0.003351905,increases_default_risk,DEFAULT_IDA
Medium and high-tech exports (% manufactured exports),0.003289011,0.003289011,increases_default_risk,DEFAULT_IMF
"School enrollment, secondary, female (% net)",0.003279024,0.003279024,increases_default_risk,DEFAULT_IADB
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),0.003269449,0.003269449,increases_default_risk,DEFAULT_IDA
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",0.003124699,0.003124699,increases_default_risk,DEFAULT_IADB
External balance on goods and services (current LCU),0.003114894,0.003114894,increases_default_risk,DEFAULT_IADB
Women Business and the Law Index Score (scale 1-100),-0.004245973,0.004245973,reduces_default_risk,NO_DEFAULT
"Mortality rate, neonatal (per 1,000 live births)",-0.005368071,0.005368071,reduces_default_risk,NO_DEFAULT
"Claims on central government, etc. (% GDP)",-0.005991858,0.005991858,reduces_default_risk,NO_DEFAULT
Gross fixed capital formation (% of GDP),-0.006458194,0.006458194,reduces_default_risk,NO_DEFAULT
Losses due to theft and vandalism (% of annual sales for affected firms),-0.007163037,0.007163037,reduces_default_risk,DEFAULT_FISCAL_ARREARS
Gross capital formation (constant 2015 US$),-0.007367713,0.007367713,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"Population ages 65 and above, male",-0.007440329,0.007440329,reduces_default_risk,NO_DEFAULT
"Suicide mortality rate, male (per 100,000 male population)",-0.007769026,0.007769026,reduces_default_risk,DEFAULT_FISCAL_ARREARS
Nitrous oxide emissions (% change from 1990),-0.008174135,0.008174135,reduces_default_risk,DEFAULT_FISCAL_ARREARS
GDP deflator: linked series (base year varies by country),-0.008318251,0.008318251,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"Agricultural machinery, tractors per 100 sq. km of arable land",-0.008471957,0.008471957,reduces_default_risk,DEFAULT_FISCAL_ARREARS
Exports of goods and services (constant 2015 US$),-0.008641482,0.008641482,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"Population ages 65 and above, female",-0.008891138,0.008891138,reduces_default_risk,NO_DEFAULT
"Population ages 65 and above, total",-0.009015822,0.009015822,reduces_default_risk,NO_DEFAULT
"Maternal mortality ratio (national estimate, per 100,000 live births)",-0.009156258,0.009156258,reduces_default_risk,NO_DEFAULT
Source data assessment of statistical capacity (scale 0 - 100),-0.009989114,0.009989114,reduces_default_risk,NO_DEFAULT
Unemployment with advanced education (% of total labor force with advanced education),-0.01006589,0.01006589,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"Net official flows from UN agencies, IFAD (current US$)",-0.011608375,0.011608375,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Secure Internet servers (per 1 million people),-0.012019152,0.012019152,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"Government expenditure per student, primary (% of GDP per capita)",-0.012233933,0.012233933,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Contraceptive prevalence, any method (% of married women ages 15-49)",-0.012239693,0.012239693,reduces_default_risk,DEFAULT_FISCAL_ARREARS
"School enrollment, primary (gross), gender parity index (GPI)",-0.012439296,0.012439296,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Net bilateral aid flows from DAC donors, Italy (current US$)",-0.013217033,0.013217033,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Net ODA received (% of imports of goods, services and primary income)",-0.013257398,0.013257398,reduces_default_risk,DEFAULT_FISCAL_ARREARS
Rural population (% of total population),-0.013455769,0.013455769,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Methodology assessment of statistical capacity (scale 0 - 100),-0.013638254,0.013638254,reduces_default_risk,NO_DEFAULT
"Persistence to grade 5, female (% of cohort)",-0.013640059,0.013640059,reduces_default_risk,DEFAULT_FISCAL_ARREARS
Voice and Accountability: Standard Error,-0.013641185,0.013641185,reduces_default_risk,NO_DEFAULT
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",-0.014503367,0.014503367,reduces_default_risk,DEFAULT_CHINA
Net foreign assets (current LCU),-0.015323829,0.015323829,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
DEC alternative conversion factor (LCU per US$),-0.015514595,0.015514595,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Charges for the use of intellectual property, receipts (BoP, current US$)",-0.015953554,0.015953554,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Individuals using the Internet (% of population),-0.018459473,0.018459473,reduces_default_risk,DEFAULT_FISCAL_ARREARS
Households and NPISHs Final consumption expenditure (current US$),-0.01910856,0.01910856,reduces_default_risk,DEFAULT_CHINA
GDP per capita (current LCU),-0.020391501,0.020391501,reduces_default_risk,NO_DEFAULT
GDP deflator (base year varies by country),-0.021493912,0.021493912,reduces_default_risk,DEFAULT_FC_BANK_LOANS
"Net trade in goods and services (BoP, current US$)",-0.021848196,0.021848196,reduces_default_risk,DEFAULT_FC_BANK_LOANS
"Services, value added (annual % growth)",-0.022508577,0.022508577,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
"Adjusted net enrollment rate, primary, male (% of primary school age children)",-0.02332579,0.02332579,reduces_default_risk,DEFAULT_FC_BONDS
"Net capital account (BoP, current US$)",-0.023643272,0.023643272,reduces_default_risk,DEFAULT_FISCAL_ARREARS
DEC alternative conversion factor (LCU per US$),-0.02397608,0.02397608,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",-0.024417795,0.024417795,reduces_default_risk,DEFAULT_FC_BONDS
Government Effectiveness: Standard Error,-0.02491389,0.02491389,reduces_default_risk,DEFAULT_FC_BANK_LOANS
"Mortality rate, neonatal (per 1,000 live births)",-0.025270734,0.025270734,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"Access to electricity, rural (% of rural population)",-0.025459552,0.025459552,reduces_default_risk,DEFAULT_IBRD
"Short-term debt (% of exports of goods, services and primary income)",-0.026315313,0.026315313,reduces_default_risk,DEFAULT_IBRD
"Net trade in goods (BoP, current US$)",-0.02635066,0.02635066,reduces_default_risk,DEFAULT_FC_BANK_LOANS
"Share of tariff lines with specific rates, manufactured products (%)",-0.026836868,0.026836868,reduces_default_risk,DEFAULT_IMF
Rural population (% of total population),-0.026929647,0.026929647,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
"International tourism, receipts (current US$)",-0.027192984,0.027192984,reduces_default_risk,DEFAULT_IBRD
External health expenditure per capita (current US$),-0.027280914,0.027280914,reduces_default_risk,DEFAULT_OTHER_OFFICIAL_CREDITORS
Public private partnerships investment in transport (current US$),-0.027540447,0.027540447,reduces_default_risk,DEFAULT_FC_BANK_LOANS
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),-0.027878854,0.027878854,reduces_default_risk,DEFAULT_CHINA
"PPG, IBRD (DOD, current US$)",-0.02793655,0.02793655,reduces_default_risk,DEFAULT_IBRD
Population density (people per sq. km of land area),-0.02801984,0.02801984,reduces_default_risk,DEFAULT_PRIVATE_CREDITORS
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),-0.02833768,0.02833768,reduces_default_risk,DEFAULT_FC_BONDS
